query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,1,1,31,0,1.0,0.02,1354844406606,1354844406630,1354844406637
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,1,1,44,1,1.0,0.04,1354844407944,1354844407984,1354844407988
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,1,1,27,0,1.0,0.06,1354844409221,1354844409244,1354844409248
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,1,1,32,0,1.0,0.08,1354844410521,1354844410549,1354844410553
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,1,1,25,0,1.0,0.1,1354844411802,1354844411823,1354844411827
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,1,1,32,0,1.0,0.2,1354844413099,1354844413127,1354844413131
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,5,3,41,0,1.0,0.4,1354844414425,1354844414461,1354844414466
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,5,3,30,0,1.0,0.6,1354844415791,1354844415816,1354844415821
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,scan,0,5,3,24,0,1.0,0.8,1354844417052,1354844417072,1354844417076
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,1,1,68,1,1.0,0.02,1354844418370,1354844418397,1354844418438
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,1,1,49,0,1.0,0.04,1354844419728,1354844419752,1354844419777
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,1,1,65,0,1.0,0.06,1354844421011,1354844421036,1354844421076
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,1,1,61,1,1.0,0.08,1354844422443,1354844422467,1354844422504
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,1,1,54,0,1.0,0.1,1354844423780,1354844423798,1354844423834
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,1,1,44,0,1.0,0.2,1354844425120,1354844425139,1354844425164
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,5,3,41,0,1.0,0.4,1354844426398,1354844426415,1354844426439
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,5,3,59,0,1.0,0.6,1354844427729,1354844427753,1354844427788
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,5,3,62,0,1.0,0.8,1354844429028,1354844429053,1354844429090
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,0,5,3,60,0,1.0,1.0,1354844430288,1354844430312,1354844430348
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,10,38,14,56,1,1.0,2.0,1354844431623,1354844431647,1354844431679
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,26,53,20,65,1,1.0,3.0,1354844432888,1354844432913,1354844432953
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,47,83,30,54,0,1.0,4.0,1354844434161,1354844434179,1354844434215
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,73,162,56,80,0,1.0,5.0,1354844435454,1354844435473,1354844435534
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,116,162,56,84,0,1.0,6.0,1354844436917,1354844436940,1354844437001
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,203,300,107,78,1,1.0,8.0,1354844438339,1354844438362,1354844438417
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,324,487,176,80,1,1.0,10.0,1354844439663,1354844439690,1354844439743
query,method,result,scannedCell,scannedRow,exeTime,matchTime,subspace,param,StartTS,beforeScanTS,EndTS,
within,cop,473,618,227,95,2,1.0,12.0,1354844441048,1354844441070,1354844441143
